smiles,fgs,fgsmi,fgmol
Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,"[{0}, {8}, {11}, {12}, {14}, {2}, {4}, {15}]","['N[Car]', 'O[Cal]', 'O[Cal]', '[R]O[R]', 'O=[Car]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce39a80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce399a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce39bd0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce39a10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce39b60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce39af0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce39d90>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce39850>]"
NCCc1ccc(O)c(O)c1,"[{0}, {9}, {7}]","['N[Cal]', 'O[Car]', 'O[Car]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce397e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce39770>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce39000>]"
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,"[{2, 3, 4}, {12, 13, 14}, {18}, {21, 22, 23}]","['O=C([R])N([R])[R]', 'O=C([R])O[R]', '[R]N([R])[R]', 'O=C([R])O[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce39ee0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a110>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce39e70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a1f0>]"
CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,"[{18, 19}, {24, 25, 26}, {12}, {16}]","['C=C', 'O=C(O)[R]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce38f90>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce39700>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce39f50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a030>]"
C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,"[{32, 28, 29, 30, 31}, {9, 10, 11, 12}, {15}, {18}]","['O=P(O)(O)O[R]', 'O=C(O[R])N([R])[R]', 'Cl[R]', 'Cl[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce39930>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce398c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce39e00>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce39fc0>]"
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,"[{0}, {8, 17, 18}, {16, 12, 13, 14, 15}]","['N[Car]', 'O=C([R])N([R])[R]', 'O=C([R])N([R])C(=O)[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a3b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a490>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a650>]"
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,"[{1}, {8}, {11, 12}, {16, 17, 18}, {21}, {24}, {27, 28, 29}]","['[R]O[R]', 'O[Car]', 'C=C', 'O=C([R])O[R]', '[R]N([R])[R]', '[R]O[R]', 'O=C([R])O[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a570>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce39690>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a340>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a180>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a6c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce39c40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a730>]"
CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,"[{19}, {1, 2, 3}]","['O[Cal]', 'O=C([R])O[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a420>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce39cb0>]"
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,"[{2, 3, 4, 5, 6, 18}, {13}]","['C=C([Nar])C(=O)O[R]', '[R]N([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a960>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce39460>]"
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,"[{32}, {2, 3, 4}, {6, 7}, {9, 10, 11}, {21, 22, 23, 24, 25, 26}, {30}]","['O[Cal]', 'O=C([R])O[R]', 'O=C([R])[R]', 'O=C([R])O[R]', 'C=CC(=O)C=C', 'F[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce3aa40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a0a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3ab20>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3ab90>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a5e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a260>]"
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,"[{0}, {14, 7}, {17}, {18}, {20}]","['Cl[R]', 'C=N[R]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a2d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3ac70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce39d20>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a880>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3ac00>]"
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,"[{32, 30, 31}, {0, 1}, {11}, {14}, {21, 22, 23}, {27, 28, 29}, {7}, {9}, {12}, {16}]","['O=C(O)[R]', 'C#C', 'N[Car]', 'N[Car]', 'O=C([R])N([R])[R]', 'O=C(O)[R]', '[Nar]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce3ace0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b1b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a7a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a500>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b0d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3af10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b220>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b290>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce393f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b300>]"
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,"[{0, 1, 2, 3, 4}, {34}, {8}, {26}, {30}, {10}, {16}, {24}]","['C=CC(=O)N([R])[R]', '[R]N([R])[R]', '[R]N[R]', '[R]O[R]', '[R]N([R])[R]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce3aab0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b5a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3aff0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b370>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3aea0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b7d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b8b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b060>]"
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,"[{1}, {6}, {9, 10, 11}, {18, 19, 20, 21, 22, 23, 24}]","['[R]O[R]', 'Cl[R]', 'O=C([R])N([R])[R]', 'O=C(N([R])[R])N([R])S(=O)(=O)[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce3ad50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a9d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a8f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b140>]"
[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,"[{32}, {4, 5, 6}, {11, 12, 13}, {19}, {8}, {9}, {26}, {28}, {30}]","['[R]O[R]', 'O=C([R])N([R])[R]', 'O=C([R])N([R])[R]', '[R]N[R]', '[Nar]', '[Nar]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b990>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b4c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b6f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b920>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3bd10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3adc0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b840>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3bca0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3bbc0>]"
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,"[{8}, {2, 3}]","['[R]N([R])[R]', 'O=C([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce3af80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b680>]"
CCN(CC)C(=S)SSC(=S)N(CC)CC,"[{2, 5, 6, 7, 8, 9, 10, 11}]",['S=C(SSC(=S)N([R])[R])N([R])[R]'],[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b450>]
Cc1cnc(C(=O)O)c[n+]1[O-],"[{9, 10}, {5, 6, 7}, {3}]","['[O-][Nar+]', 'O=C(O)[R]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce3bb50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b760>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3bd80>]"
CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,"[{2, 3}, {17}, {10}]","['C=C', 'O[Car]', 'O[Car]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce3ba00>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3ba70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3bae0>]"
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"[{1, 2, 3}, {5, 7}, {16, 17, 18, 15}]","['O=C([R])O[R]', 'O=C([R])[R]', 'C=CC(=O)[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce38890>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3bdf0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3bf40>]"
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,"[{32, 27, 28, 29, 30, 31}, {2, 3, 4}, {35}, {6, 7}, {9, 10, 11}, {21}]","['C=CC(=O)C=C', 'O=C([R])O[R]', 'Cl[R]', 'O=C([R])[R]', 'O=C([R])O[R]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b610>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b530>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54350>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3bc30>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3a810>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3ae30>]"
COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,"[{32}, {1}, {34}, {36}, {9}, {42}, {12}, {16, 17, 15}, {20, 21, 22}, {26}, {28}, {30}, {39}]","['O[Cal]', '[R]O[R]', 'O[Cal]', 'O[Cal]', 'O=[Car]', 'O[Car]', 'O[Car]', '[R]OCO[R]', '[R]OCO[R]', 'O[Cal]', 'O[Cal]', 'O[Cal]', '[Oar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce54ba0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3bed0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54b30>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54c10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3b3e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54cf0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54ac0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54e40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54f20>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54dd0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54f90>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54eb0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55150>]"
C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,"[{1}, {8, 9, 10}, {12}]","['[R][N+]([R])([R])[R]', 'O=C([R])O[R]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce543c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce3be60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54970>]"
CCN(CC)CCOC(=O)c1ccc(N)cc1,"[{2}, {8, 9, 7}, {14}]","['[R]N([R])[R]', 'O=C([R])O[R]', 'N[Car]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce549e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54200>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54c80>]"
Nc1nc2[nH]cnc2c(=S)[nH]1,"[{0}, {9}, {2}, {4}, {6}, {10}]","['N[Car]', 'S=[Car]', '[Nar]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce54510>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54580>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54040>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce546d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54660>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce542e0>]"
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,"[{6}, {14}, {16, 15}, {18}, {21, 22, 23, 24, 25, 26}]","['O[Cal]', 'O[Cal]', 'O=C([R])[R]', 'O[Cal]', 'C=CC(=O)C=C']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce547b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54120>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce550e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce540b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55230>]"
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,"[{19}, {10}, {3}, {14}]","['O[Car]', '[R]N[R]', '[R]O[R]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce54430>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce545f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54a50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55000>]"
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,"[{2}, {8, 9, 7}, {11, 12}, {19}, {23}]","['[R]N([R])[R]', 'O=C([R])N([R])[R]', 'C=N[R]', 'F[R]', 'Cl[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce544a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54820>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55380>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54190>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54270>]"
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,"[{3}, {4, 5, 6}, {14}, {21}, {25}, {12}, {29}]","['O[Cal]', 'O=C([R])O[R]', 'O=[Car]', '[R]N([R])[R]', 'O[Car]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce554d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55070>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54740>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55850>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce555b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55930>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55a10>]"
CC1OC2(CS1)CN1CCC2CC1,"[{1, 2, 5}, {7}]","['[R]OCS[R]', '[R]N([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce553f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55770>]"
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,"[{3}, {36}, {13}, {17, 18, 19}, {27, 28}, {39}]","['O[Cal]', 'Cl[R]', '[R]S[R]', 'O=C(O)[R]', 'C=C', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce55700>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce559a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce557e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce552a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55540>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55620>]"
Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,"[{4}, {8, 6, 7}, {10, 11, 12}, {32, 14, 15, 16, 17, 18, 19, 20, 21, 31}, {23}, {37}, {25}, {26}, {27}, {28}, {41}]","['O[Car]', 'O=C([R])N([R])[R]', 'O=C([R])N([R])[R]', 'C=C(C(=O)O)N(CS[R])C(=O)[R]', '[R]S[R]', 'O[Car]', '[Nar]', '[Nar]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce54d60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55460>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56110>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce560a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce561f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55ee0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce551c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56260>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56340>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56180>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce562d0>]"
Nc1nc(=O)[nH]cc1F,"[{0}, {8}, {4}, {2}, {5}]","['N[Car]', 'F[R]', 'O=[Car]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce558c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56030>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55bd0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55e70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55f50>]"
CCCc1cc(=O)[nH]c(=S)[nH]1,"[{9}, {6}, {7}, {10}]","['S=[Car]', 'O=[Car]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce54890>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55310>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55d90>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce54900>]"
CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,"[{33}, {37}, {5, 6, 7}, {9}, {14}, {18}, {21}, {28}, {3}, {31}]","['[R]N[R]', '[R]O[R]', 'O=C([R])N([R])[R]', '[R]N[R]', '[R]N([R])[R]', '[R]N([R])[R]', '[R]N([R])[R]', '[R]O[R]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce566c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55e00>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55d20>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56d50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56650>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56c70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56dc0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56f10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55cb0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56e30>]"
N[14C](N)=O,"[{0, 1, 2, 3}]",['O=C(N([R])[R])N([R])[R]'],[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce56ea0>]
CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,"[{3, 4, 5, 6, 7, 8}, {10}, {13}, {21}, {29}, {32}, {40}, {41}]","['O=C(C=CO)N([R])[R]', '[R]O[R]', 'O[Car]', '[R]N([R])[R]', 'O[Cal]', '[Nar]', '[Nar]', '[Oar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce56c00>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56ab0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56490>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56880>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce563b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55b60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56420>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55a80>]"
C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,"[{2, 3, 4, 5, 11, 12, 13, 14, 25, 26}, {8, 9, 10}]","['O=C([R])OCOCOCOO[R]', 'O=C(O)[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce56730>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce567a0>]"
CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,"[{3}, {8}, {16, 10, 11, 12, 13, 15}, {19}, {34}]","['[R]N([R])[R]', '[R]O[R]', 'O=C([R])N([R])S(=O)(=O)[R]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce55c40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56ff0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56b20>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55fc0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56810>]"
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,"[{8, 9, 10, 11, 12, 13, 14, 15}]",['O=C1[R]C(=O)N([R])C(=S)N1[R]'],[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce56500>]
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,"[{2}, {6, 7}, {9, 10, 11}, {13}]","['[R]N([R])[R]', 'C#C', 'O=C([R])O[R]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce55690>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56ce0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce55af0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce57140>]"
C[C@H]1[C@@H](O)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,"[{2, 3, 4, 5, 6, 7, 18, 19}]",['OCOCOCOO[R]'],[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce56960>]
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,"[{3}, {10, 11, 12, 13}, {8}, {15}]","['[R]S[R]', 'O=C(O[R])N([R])[R]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce57060>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce56a40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce57300>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce568f0>]"
CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,"[{17}, {4, 5, 6}]","['O[Car]', 'O=C([R])O[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce57370>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce57290>]"
CN(C)CC(C)(C)OC(=O)C(O)(c1ccccc1)c1ccccc1,"[{1}, {8, 9, 7}, {11}]","['[R]N([R])[R]', 'O=C([R])O[R]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce575a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce570d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ce565e0>]"
CCC1(C)OC(=O)N(C)C1=O,"[{4, 5, 6, 7, 9, 10}]",['O=C1O[R]C(=O)N1[R]'],[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce573e0>]
NC(=O)NO,"[{0, 1, 2, 3, 4}]",['O=C(N(O)[R])N([R])[R]'],[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce56b90>]
CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,"[{10, 11, 12}]",['O=C(O)[R]'],[<rdkit.Chem.rdchem.Mol object at 0x7fe45ce57450>]
